	Plate	Well	Well Number	Original Gene Target	Frames
72879	LT0066_19	M16	304	negative control	46
72890	LT0066_19	N3	315	negative control	33
72927	LT0066_19	O16	352	negative control	52
72938	LT0066_19	P3	363	negative control	51
72974	LT0066_23	A15	15	negative control	41
72985	LT0066_23	B2	26	negative control	57
73022	LT0066_23	C15	63	negative control	56
73033	LT0066_23	D2	74	negative control	48
73263	LT0066_23	M16	304	negative control	36
73274	LT0066_23	N3	315	negative control	56
73311	LT0066_23	O16	352	negative control	51
73322	LT0066_23	P3	363	negative control	52
73358	LT0067_02	A15	15	negative control	54
73369	LT0067_02	B2	26	negative control	35
73406	LT0067_02	C15	63	negative control	35
73417	LT0067_02	D2	74	negative control	46
73647	LT0067_02	M16	304	negative control	33
73658	LT0067_02	N3	315	negative control	42
73695	LT0067_02	O16	352	negative control	33
73706	LT0067_02	P3	363	negative control	32
73742	LT0067_07	A15	15	negative control	45
73753	LT0067_07	B2	26	negative control	50
73790	LT0067_07	C15	63	negative control	47
73801	LT0067_07	D2	74	negative control	42
74031	LT0067_07	M16	304	negative control	32
74042	LT0067_07	N3	315	negative control	56
74079	LT0067_07	O16	352	negative control	32
74090	LT0067_07	P3	363	negative control	62
74126	LT0067_11	A15	15	negative control	44
74137	LT0067_11	B2	26	negative control	37
74174	LT0067_11	C15	63	negative control	56
74185	LT0067_11	D2	74	negative control	55
74415	LT0067_11	M16	304	negative control	44
74426	LT0067_11	N3	315	negative control	37
74463	LT0067_11	O16	352	negative control	50
74474	LT0067_11	P3	363	negative control	47
74510	LT0067_37	A15	15	negative control	54
74521	LT0067_37	B2	26	negative control	57
74558	LT0067_37	C15	63	negative control	34
74569	LT0067_37	D2	74	negative control	57
74799	LT0067_37	M16	304	negative control	45
74810	LT0067_37	N3	315	negative control	57
74847	LT0067_37	O16	352	negative control	60
74858	LT0067_37	P3	363	negative control	33
74894	LT0068_01	A15	15	negative control	36
74905	LT0068_01	B2	26	negative control	56
74942	LT0068_01	C15	63	negative control	38
74953	LT0068_01	D2	74	negative control	46
75183	LT0068_01	M16	304	negative control	45
75194	LT0068_01	N3	315	negative control	34
75231	LT0068_01	O16	352	negative control	51
75242	LT0068_01	P3	363	negative control	38
75278	LT0068_43	A15	15	negative control	53
75289	LT0068_43	B2	26	negative control	38
75326	LT0068_43	C15	63	negative control	50
75337	LT0068_43	D2	74	negative control	37
75567	LT0068_43	M16	304	negative control	56
75578	LT0068_43	N3	315	negative control	50
75615	LT0068_43	O16	352	negative control	60
75626	LT0068_43	P3	363	negative control	54
75662	LT0068_45	A15	15	negative control	48
75673	LT0068_45	B2	26	negative control	42
75710	LT0068_45	C15	63	negative control	34
75721	LT0068_45	D2	74	negative control	44
75951	LT0068_45	M16	304	negative control	57
75962	LT0068_45	N3	315	negative control	54
75999	LT0068_45	O16	352	negative control	55
76010	LT0068_45	P3	363	negative control	58
76046	LT0069_41	A15	15	negative control	59
76057	LT0069_41	B2	26	negative control	55
76094	LT0069_41	C15	63	negative control	35
76105	LT0069_41	D2	74	negative control	52
76335	LT0069_41	M16	304	negative control	50
76346	LT0069_41	N3	315	negative control	53
76383	LT0069_41	O16	352	negative control	56
76394	LT0069_41	P3	363	negative control	60
76430	LT0069_45	A15	15	negative control	37
76441	LT0069_45	B2	26	negative control	42
76478	LT0069_45	C15	63	negative control	45
76489	LT0069_45	D2	74	negative control	49
76719	LT0069_45	M16	304	negative control	56
76730	LT0069_45	N3	315	negative control	43
76767	LT0069_45	O16	352	negative control	34
76778	LT0069_45	P3	363	negative control	36
76814	LT0069_51	A15	15	negative control	38
76825	LT0069_51	B2	26	negative control	60
76862	LT0069_51	C15	63	negative control	45
76873	LT0069_51	D2	74	negative control	42
77103	LT0069_51	M16	304	negative control	40
77114	LT0069_51	N3	315	negative control	42
77151	LT0069_51	O16	352	negative control	47
77162	LT0069_51	P3	363	negative control	59
77198	LT0069_52	A15	15	negative control	58
77209	LT0069_52	B2	26	negative control	38
77246	LT0069_52	C15	63	negative control	62
77257	LT0069_52	D2	74	negative control	58
77487	LT0069_52	M16	304	negative control	32
77498	LT0069_52	N3	315	negative control	49
77535	LT0069_52	O16	352	negative control	52
77546	LT0069_52	P3	363	negative control	59
77582	LT0070_39	A15	15	negative control	31
77593	LT0070_39	B2	26	negative control	52
77630	LT0070_39	C15	63	negative control	55
77641	LT0070_39	D2	74	negative control	40
77871	LT0070_39	M16	304	negative control	39
77882	LT0070_39	N3	315	negative control	49
77919	LT0070_39	O16	352	negative control	42
77930	LT0070_39	P3	363	negative control	59
77966	LT0070_40	A15	15	negative control	52
77977	LT0070_40	B2	26	negative control	50
78014	LT0070_40	C15	63	negative control	48
78025	LT0070_40	D2	74	negative control	54
78255	LT0070_40	M16	304	negative control	46
78266	LT0070_40	N3	315	negative control	34
78303	LT0070_40	O16	352	negative control	41
78350	LT0070_41	A15	15	negative control	55
78361	LT0070_41	B2	26	negative control	52
78398	LT0070_41	C15	63	negative control	59
78409	LT0070_41	D2	74	negative control	57
78639	LT0070_41	M16	304	negative control	52
78650	LT0070_41	N3	315	negative control	45
78687	LT0070_41	O16	352	negative control	46
78698	LT0070_41	P3	363	negative control	32
78734	LT0071_02	A15	15	negative control	43
78745	LT0071_02	B2	26	negative control	42
78782	LT0071_02	C15	63	negative control	56
78793	LT0071_02	D2	74	negative control	38
79023	LT0071_02	M16	304	negative control	42
79034	LT0071_02	N3	315	negative control	57
79071	LT0071_02	O16	352	negative control	44
79082	LT0071_02	P3	363	negative control	33
79118	LT0071_44	A15	15	negative control	32
79129	LT0071_44	B2	26	negative control	61
79166	LT0071_44	C15	63	negative control	47
79177	LT0071_44	D2	74	negative control	32
79407	LT0071_44	M16	304	negative control	47
79418	LT0071_44	N3	315	negative control	32
79455	LT0071_44	O16	352	negative control	32
79466	LT0071_44	P3	363	negative control	43
79502	LT0071_45	A15	15	negative control	37
79513	LT0071_45	B2	26	negative control	39
79550	LT0071_45	C15	63	negative control	39
79561	LT0071_45	D2	74	negative control	44
79791	LT0071_45	M16	304	negative control	41
79802	LT0071_45	N3	315	negative control	50
79839	LT0071_45	O16	352	negative control	49
79850	LT0071_45	P3	363	negative control	31
79886	LT0072_02	A15	15	negative control	54
79897	LT0072_02	B2	26	negative control	35
79934	LT0072_02	C15	63	negative control	62
79945	LT0072_02	D2	74	negative control	53
80175	LT0072_02	M16	304	negative control	31
80186	LT0072_02	N3	315	negative control	36
80223	LT0072_02	O16	352	negative control	62
80234	LT0072_02	P3	363	negative control	46
80270	LT0072_25	A15	15	negative control	50
80281	LT0072_25	B2	26	negative control	46
80318	LT0072_25	C15	63	negative control	50
80329	LT0072_25	D2	74	negative control	56
80559	LT0072_25	M16	304	negative control	43
80570	LT0072_25	N3	315	negative control	44
80607	LT0072_25	O16	352	negative control	41
80618	LT0072_25	P3	363	negative control	51
80654	LT0072_35	A15	15	negative control	40
80665	LT0072_35	B2	26	negative control	47
80702	LT0072_35	C15	63	negative control	37
80713	LT0072_35	D2	74	negative control	52
80943	LT0072_35	M16	304	negative control	61
80954	LT0072_35	N3	315	negative control	34
80991	LT0072_35	O16	352	negative control	47
81002	LT0072_35	P3	363	negative control	31
81038	LT0072_47	A15	15	negative control	32
81049	LT0072_47	B2	26	negative control	49
81086	LT0072_47	C15	63	negative control	31
81097	LT0072_47	D2	74	negative control	42
81327	LT0072_47	M16	304	negative control	58
81338	LT0072_47	N3	315	negative control	49
81375	LT0072_47	O16	352	negative control	49
81386	LT0072_47	P3	363	negative control	56
81422	LT0073_02	A15	15	negative control	53
81433	LT0073_02	B2	26	negative control	46
81470	LT0073_02	C15	63	negative control	46
81481	LT0073_02	D2	74	negative control	59
81711	LT0073_02	M16	304	negative control	38
81722	LT0073_02	N3	315	negative control	58
81759	LT0073_02	O16	352	negative control	55
81770	LT0073_02	P3	363	negative control	56
81806	LT0073_07	A15	15	negative control	57
81817	LT0073_07	B2	26	negative control	55
81854	LT0073_07	C15	63	negative control	43
81865	LT0073_07	D2	74	negative control	44
82095	LT0073_07	M16	304	negative control	49
82106	LT0073_07	N3	315	negative control	45
82143	LT0073_07	O16	352	negative control	45
82154	LT0073_07	P3	363	negative control	51
82190	LT0073_66	A15	15	negative control	38
82201	LT0073_66	B2	26	negative control	54
82238	LT0073_66	C15	63	negative control	43
82249	LT0073_66	D2	74	negative control	42
82479	LT0073_66	M16	304	negative control	52
82490	LT0073_66	N3	315	negative control	58
82527	LT0073_66	O16	352	negative control	43
82538	LT0073_66	P3	363	negative control	46
82574	LT0073_69	A15	15	negative control	60
82585	LT0073_69	B2	26	negative control	54
82622	LT0073_69	C15	63	negative control	42
82633	LT0073_69	D2	74	negative control	44
82863	LT0073_69	M16	304	negative control	61
82874	LT0073_69	N3	315	negative control	60
82911	LT0073_69	O16	352	negative control	62
82922	LT0073_69	P3	363	negative control	45
82958	LT0074_01	A15	15	negative control	49
82969	LT0074_01	B2	26	negative control	35
83006	LT0074_01	C15	63	negative control	59
83017	LT0074_01	D2	74	negative control	32
83247	LT0074_01	M16	304	negative control	48
83258	LT0074_01	N3	315	negative control	48
83295	LT0074_01	O16	352	negative control	54
83306	LT0074_01	P3	363	negative control	56
83342	LT0074_18	A15	15	negative control	47
83353	LT0074_18	B2	26	negative control	40
83390	LT0074_18	C15	63	negative control	57
83401	LT0074_18	D2	74	negative control	47
83631	LT0074_18	M16	304	negative control	33
83642	LT0074_18	N3	315	negative control	46
83679	LT0074_18	O16	352	negative control	48
83690	LT0074_18	P3	363	negative control	51
83726	LT0074_32	A15	15	negative control	37
83737	LT0074_32	B2	26	negative control	31
83774	LT0074_32	C15	63	negative control	37
83785	LT0074_32	D2	74	negative control	43
84015	LT0074_32	M16	304	negative control	53
84026	LT0074_32	N3	315	negative control	46
84063	LT0074_32	O16	352	negative control	41
84074	LT0074_32	P3	363	negative control	33
84110	LT0075_01	A15	15	negative control	39
84121	LT0075_01	B2	26	negative control	37
84158	LT0075_01	C15	63	negative control	53
84169	LT0075_01	D2	74	negative control	52
84399	LT0075_01	M16	304	negative control	33
84410	LT0075_01	N3	315	negative control	52
84447	LT0075_01	O16	352	negative control	31
84458	LT0075_01	P3	363	negative control	41
84494	LT0075_08	A15	15	negative control	62
84505	LT0075_08	B2	26	negative control	43
84542	LT0075_08	C15	63	negative control	34
84553	LT0075_08	D2	74	negative control	40
84783	LT0075_08	M16	304	negative control	56
84794	LT0075_08	N3	315	negative control	38
84831	LT0075_08	O16	352	negative control	58
84842	LT0075_08	P3	363	negative control	58
84878	LT0075_32	A15	15	negative control	47
84889	LT0075_32	B2	26	negative control	62
84926	LT0075_32	C15	63	negative control	41
84937	LT0075_32	D2	74	negative control	35
85167	LT0075_32	M16	304	negative control	48
85178	LT0075_32	N3	315	negative control	34
85215	LT0075_32	O16	352	negative control	36
85226	LT0075_32	P3	363	negative control	61
85262	LT0076_02	A15	15	negative control	54
85273	LT0076_02	B2	26	negative control	60
85310	LT0076_02	C15	63	negative control	37
85321	LT0076_02	D2	74	negative control	58
85551	LT0076_02	M16	304	negative control	61
85562	LT0076_02	N3	315	negative control	42
85599	LT0076_02	O16	352	negative control	33
85610	LT0076_02	P3	363	negative control	60
85646	LT0076_04	A15	15	negative control	59
85657	LT0076_04	B2	26	negative control	38
85694	LT0076_04	C15	63	negative control	50
85705	LT0076_04	D2	74	negative control	51
85935	LT0076_04	M16	304	negative control	40
85946	LT0076_04	N3	315	negative control	54
85983	LT0076_04	O16	352	negative control	31
85994	LT0076_04	P3	363	negative control	47
86030	LT0076_08	A15	15	negative control	48
86041	LT0076_08	B2	26	negative control	39
86078	LT0076_08	C15	63	negative control	50
86089	LT0076_08	D2	74	negative control	52
86319	LT0076_08	M16	304	negative control	61
86330	LT0076_08	N3	315	negative control	57
86367	LT0076_08	O16	352	negative control	46
86378	LT0076_08	P3	363	negative control	47
86414	LT0076_16	A15	15	negative control	48
86425	LT0076_16	B2	26	negative control	41
86462	LT0076_16	C15	63	negative control	48
86473	LT0076_16	D2	74	negative control	34
86703	LT0076_16	M16	304	negative control	38
86714	LT0076_16	N3	315	negative control	40
86751	LT0076_16	O16	352	negative control	60
86762	LT0076_16	P3	363	negative control	34
86798	LT0076_33	A15	15	negative control	38
86809	LT0076_33	B2	26	negative control	47
86846	LT0076_33	C15	63	negative control	33
86857	LT0076_33	D2	74	negative control	35
87087	LT0076_33	M16	304	negative control	60
87098	LT0076_33	N3	315	negative control	57
87135	LT0076_33	O16	352	negative control	35
87146	LT0076_33	P3	363	negative control	37
87182	LT0077_01	A15	15	negative control	31
87193	LT0077_01	B2	26	negative control	48
87230	LT0077_01	C15	63	negative control	54
87241	LT0077_01	D2	74	negative control	53
87471	LT0077_01	M16	304	negative control	52
87482	LT0077_01	N3	315	negative control	36
87519	LT0077_01	O16	352	negative control	54
87530	LT0077_01	P3	363	negative control	58
87566	LT0077_19	A15	15	negative control	50
87577	LT0077_19	B2	26	negative control	45
87614	LT0077_19	C15	63	negative control	58
87625	LT0077_19	D2	74	negative control	53
87855	LT0077_19	M16	304	negative control	62
87866	LT0077_19	N3	315	negative control	39
87903	LT0077_19	O16	352	negative control	55
87914	LT0077_19	P3	363	negative control	60
87950	LT0077_24	A15	15	negative control	59
87961	LT0077_24	B2	26	negative control	62
87998	LT0077_24	C15	63	negative control	33
88009	LT0077_24	D2	74	negative control	57
88239	LT0077_24	M16	304	negative control	62
88250	LT0077_24	N3	315	negative control	61
88287	LT0077_24	O16	352	negative control	48
88298	LT0077_24	P3	363	negative control	59
88334	LT0078_01	A15	15	negative control	46
88345	LT0078_01	B2	26	negative control	47
88382	LT0078_01	C15	63	negative control	39
88393	LT0078_01	D2	74	negative control	58
88623	LT0078_01	M16	304	negative control	54
88634	LT0078_01	N3	315	negative control	43
88671	LT0078_01	O16	352	negative control	38
88682	LT0078_01	P3	363	negative control	43
88718	LT0078_05	A15	15	negative control	31
88729	LT0078_05	B2	26	negative control	51
88777	LT0078_05	D2	74	negative control	42
89007	LT0078_05	M16	304	negative control	42
89018	LT0078_05	N3	315	negative control	60
89055	LT0078_05	O16	352	negative control	39
89066	LT0078_05	P3	363	negative control	31
89102	LT0078_25	A15	15	negative control	51
89113	LT0078_25	B2	26	negative control	44
89150	LT0078_25	C15	63	negative control	59
89161	LT0078_25	D2	74	negative control	44
89391	LT0078_25	M16	304	negative control	36
89402	LT0078_25	N3	315	negative control	46
89439	LT0078_25	O16	352	negative control	60
89450	LT0078_25	P3	363	negative control	38
89486	LT0079_05	A15	15	negative control	49
89497	LT0079_05	B2	26	negative control	35
89534	LT0079_05	C15	63	negative control	45
89545	LT0079_05	D2	74	negative control	43
89775	LT0079_05	M16	304	negative control	56
89786	LT0079_05	N3	315	negative control	54
89823	LT0079_05	O16	352	negative control	36
89834	LT0079_05	P3	363	negative control	47
89870	LT0079_13	A15	15	negative control	35
89881	LT0079_13	B2	26	negative control	40
89918	LT0079_13	C15	63	negative control	35
89929	LT0079_13	D2	74	negative control	47
90159	LT0079_13	M16	304	negative control	49
90170	LT0079_13	N3	315	negative control	36
90207	LT0079_13	O16	352	negative control	61
90218	LT0079_13	P3	363	negative control	52
90254	LT0079_38	A15	15	negative control	45
90265	LT0079_38	B2	26	negative control	34
90302	LT0079_38	C15	63	negative control	47
90313	LT0079_38	D2	74	negative control	31
90543	LT0079_38	M16	304	negative control	48
90554	LT0079_38	N3	315	negative control	56
90591	LT0079_38	O16	352	negative control	40
90602	LT0079_38	P3	363	negative control	49
90638	LT0080_01	A15	15	negative control	32
90649	LT0080_01	B2	26	negative control	47
90686	LT0080_01	C15	63	negative control	48
90697	LT0080_01	D2	74	negative control	43
90927	LT0080_01	M16	304	negative control	37
90938	LT0080_01	N3	315	negative control	59
90975	LT0080_01	O16	352	negative control	50
90986	LT0080_01	P3	363	negative control	35
91022	LT0080_02	A15	15	negative control	34
91033	LT0080_02	B2	26	negative control	37
91070	LT0080_02	C15	63	negative control	35
91081	LT0080_02	D2	74	negative control	61
91311	LT0080_02	M16	304	negative control	49
91322	LT0080_02	N3	315	negative control	50
91359	LT0080_02	O16	352	negative control	37
91370	LT0080_02	P3	363	negative control	43
91406	LT0080_37	A15	15	negative control	34
91417	LT0080_37	B2	26	negative control	45
91454	LT0080_37	C15	63	negative control	60
91465	LT0080_37	D2	74	negative control	50
91695	LT0080_37	M16	304	negative control	59
91706	LT0080_37	N3	315	negative control	55
91743	LT0080_37	O16	352	negative control	48
91754	LT0080_37	P3	363	negative control	34
91790	LT0080_47	A15	15	negative control	60
91801	LT0080_47	B2	26	negative control	58
91849	LT0080_47	D2	74	negative control	34
92079	LT0080_47	M16	304	negative control	32
92090	LT0080_47	N3	315	negative control	52
92127	LT0080_47	O16	352	negative control	50
92138	LT0080_47	P3	363	negative control	53
92174	LT0081_02	A15	15	negative control	58
92185	LT0081_02	B2	26	negative control	35
92222	LT0081_02	C15	63	negative control	55
92233	LT0081_02	D2	74	negative control	52
92463	LT0081_02	M16	304	negative control	38
92474	LT0081_02	N3	315	negative control	41
92511	LT0081_02	O16	352	negative control	41
92522	LT0081_02	P3	363	negative control	60
92558	LT0081_09	A15	15	negative control	48
92569	LT0081_09	B2	26	negative control	60
92606	LT0081_09	C15	63	negative control	60
92617	LT0081_09	D2	74	negative control	57
92847	LT0081_09	M16	304	negative control	55
92858	LT0081_09	N3	315	negative control	49
92895	LT0081_09	O16	352	negative control	47
92906	LT0081_09	P3	363	negative control	31
92942	LT0081_11	A15	15	negative control	35
92953	LT0081_11	B2	26	negative control	33
92990	LT0081_11	C15	63	negative control	58
93001	LT0081_11	D2	74	negative control	44
93231	LT0081_11	M16	304	negative control	32
93242	LT0081_11	N3	315	negative control	58
93279	LT0081_11	O16	352	negative control	33
93290	LT0081_11	P3	363	negative control	33
93326	LT0082_04	A15	15	negative control	50
93337	LT0082_04	B2	26	negative control	51
93374	LT0082_04	C15	63	negative control	57
93385	LT0082_04	D2	74	negative control	43
93615	LT0082_04	M16	304	negative control	61
93626	LT0082_04	N3	315	negative control	38
93663	LT0082_04	O16	352	negative control	52
93674	LT0082_04	P3	363	negative control	44
93710	LT0082_11	A15	15	negative control	48
93721	LT0082_11	B2	26	negative control	57
93758	LT0082_11	C15	63	negative control	50
93769	LT0082_11	D2	74	negative control	43
93999	LT0082_11	M16	304	negative control	48
94010	LT0082_11	N3	315	negative control	31
94047	LT0082_11	O16	352	negative control	32
94058	LT0082_11	P3	363	negative control	35
94094	LT0082_20	A15	15	negative control	41
94142	LT0082_20	C15	63	negative control	41
94153	LT0082_20	D2	74	negative control	31
94383	LT0082_20	M16	304	negative control	61
94394	LT0082_20	N3	315	negative control	59
94431	LT0082_20	O16	352	negative control	57
94442	LT0082_20	P3	363	negative control	33
94478	LT0083_14	A15	15	negative control	59
94489	LT0083_14	B2	26	negative control	32
94526	LT0083_14	C15	63	negative control	44
94537	LT0083_14	D2	74	negative control	50
94767	LT0083_14	M16	304	negative control	46
94778	LT0083_14	N3	315	negative control	48
94815	LT0083_14	O16	352	negative control	35
94826	LT0083_14	P3	363	negative control	38
94862	LT0083_15	A15	15	negative control	52
94873	LT0083_15	B2	26	negative control	37
94910	LT0083_15	C15	63	negative control	40
94921	LT0083_15	D2	74	negative control	46
95151	LT0083_15	M16	304	negative control	49
95162	LT0083_15	N3	315	negative control	60
95199	LT0083_15	O16	352	negative control	52
95210	LT0083_15	P3	363	negative control	59
95535	LT0083_31	M16	304	negative control	41
95546	LT0083_31	N3	315	negative control	49
95583	LT0083_31	O16	352	negative control	33
95594	LT0083_31	P3	363	negative control	60
95630	LT0084_01	A15	15	negative control	48
95641	LT0084_01	B2	26	negative control	34
95678	LT0084_01	C15	63	negative control	55
95689	LT0084_01	D2	74	negative control	50
95919	LT0084_01	M16	304	negative control	47
95930	LT0084_01	N3	315	negative control	54
95967	LT0084_01	O16	352	negative control	43
95978	LT0084_01	P3	363	negative control	34
96014	LT0084_46	A15	15	negative control	44
96025	LT0084_46	B2	26	negative control	55
96062	LT0084_46	C15	63	negative control	33
96073	LT0084_46	D2	74	negative control	51
96303	LT0084_46	M16	304	negative control	34
96314	LT0084_46	N3	315	negative control	48
96351	LT0084_46	O16	352	negative control	43
96362	LT0084_46	P3	363	negative control	37
96398	LT0084_47	A15	15	negative control	41
96409	LT0084_47	B2	26	negative control	41
96446	LT0084_47	C15	63	negative control	36
96457	LT0084_47	D2	74	negative control	41
96687	LT0084_47	M16	304	negative control	39
96698	LT0084_47	N3	315	negative control	46
96735	LT0084_47	O16	352	negative control	58
96746	LT0084_47	P3	363	negative control	35
96782	LT0085_07	A15	15	negative control	50
96793	LT0085_07	B2	26	negative control	53
96830	LT0085_07	C15	63	negative control	36
96841	LT0085_07	D2	74	negative control	34
97071	LT0085_07	M16	304	negative control	61
97082	LT0085_07	N3	315	negative control	38
97119	LT0085_07	O16	352	negative control	55
97130	LT0085_07	P3	363	negative control	55
97166	LT0085_37	A15	15	negative control	46
97177	LT0085_37	B2	26	negative control	46
97214	LT0085_37	C15	63	negative control	41
97225	LT0085_37	D2	74	negative control	50
97466	LT0085_37	N3	315	negative control	44
97503	LT0085_37	O16	352	negative control	38
97514	LT0085_37	P3	363	negative control	55
97550	LT0085_38	A15	15	negative control	36
97561	LT0085_38	B2	26	negative control	38
97598	LT0085_38	C15	63	negative control	49
97609	LT0085_38	D2	74	negative control	38
97839	LT0085_38	M16	304	negative control	59
97850	LT0085_38	N3	315	negative control	55
97887	LT0085_38	O16	352	negative control	31
97898	LT0085_38	P3	363	negative control	43
97934	LT0086_02	A15	15	negative control	38
97945	LT0086_02	B2	26	negative control	51
97982	LT0086_02	C15	63	negative control	39
97993	LT0086_02	D2	74	negative control	61
98223	LT0086_02	M16	304	negative control	46
98234	LT0086_02	N3	315	negative control	51
98271	LT0086_02	O16	352	negative control	35
98282	LT0086_02	P3	363	negative control	41
98318	LT0086_15	A15	15	negative control	47
98329	LT0086_15	B2	26	negative control	51
98366	LT0086_15	C15	63	negative control	57
98377	LT0086_15	D2	74	negative control	39
98607	LT0086_15	M16	304	negative control	47
98618	LT0086_15	N3	315	negative control	45
98655	LT0086_15	O16	352	negative control	31
98666	LT0086_15	P3	363	negative control	61
98702	LT0086_27	A15	15	negative control	51
98713	LT0086_27	B2	26	negative control	54
98750	LT0086_27	C15	63	negative control	46
98761	LT0086_27	D2	74	negative control	43
98991	LT0086_27	M16	304	negative control	50
99002	LT0086_27	N3	315	negative control	54
99039	LT0086_27	O16	352	negative control	54
99050	LT0086_27	P3	363	negative control	33
99086	LT0087_03	A15	15	negative control	58
99097	LT0087_03	B2	26	negative control	44
99134	LT0087_03	C15	63	negative control	33
99145	LT0087_03	D2	74	negative control	48
99375	LT0087_03	M16	304	negative control	54
99386	LT0087_03	N3	315	negative control	58
99423	LT0087_03	O16	352	negative control	44
99434	LT0087_03	P3	363	negative control	47
99470	LT0087_34	A15	15	negative control	54
99481	LT0087_34	B2	26	negative control	61
99518	LT0087_34	C15	63	negative control	36
99529	LT0087_34	D2	74	negative control	56
99759	LT0087_34	M16	304	negative control	38
99770	LT0087_34	N3	315	negative control	32
99807	LT0087_34	O16	352	negative control	48
99818	LT0087_34	P3	363	negative control	33
99854	LT0087_35	A15	15	negative control	59
99865	LT0087_35	B2	26	negative control	51
99902	LT0087_35	C15	63	negative control	32
99913	LT0087_35	D2	74	negative control	35
100143	LT0087_35	M16	304	negative control	52
100154	LT0087_35	N3	315	negative control	39
100191	LT0087_35	O16	352	negative control	59
100202	LT0087_35	P3	363	negative control	49
100238	LT0088_06	A15	15	negative control	32
100249	LT0088_06	B2	26	negative control	53
100286	LT0088_06	C15	63	negative control	34
100297	LT0088_06	D2	74	negative control	47
100527	LT0088_06	M16	304	negative control	34
100538	LT0088_06	N3	315	negative control	56
100575	LT0088_06	O16	352	negative control	36
100586	LT0088_06	P3	363	negative control	32
100622	LT0088_21	A15	15	negative control	34
100633	LT0088_21	B2	26	negative control	38
100670	LT0088_21	C15	63	negative control	32
100681	LT0088_21	D2	74	negative control	32
100911	LT0088_21	M16	304	negative control	38
100922	LT0088_21	N3	315	negative control	56
100959	LT0088_21	O16	352	negative control	35
100970	LT0088_21	P3	363	negative control	44
101006	LT0088_38	A15	15	negative control	43
101017	LT0088_38	B2	26	negative control	49
101054	LT0088_38	C15	63	negative control	58
101065	LT0088_38	D2	74	negative control	31
101295	LT0088_38	M16	304	negative control	42
101306	LT0088_38	N3	315	negative control	50
101343	LT0088_38	O16	352	negative control	33
101354	LT0088_38	P3	363	negative control	44
101390	LT0088_42	A15	15	negative control	35
101401	LT0088_42	B2	26	negative control	47
101438	LT0088_42	C15	63	negative control	47
101449	LT0088_42	D2	74	negative control	41
101679	LT0088_42	M16	304	negative control	56
101690	LT0088_42	N3	315	negative control	42
101727	LT0088_42	O16	352	negative control	34
101738	LT0088_42	P3	363	negative control	39
101774	LT0089_01	A15	15	negative control	50
101785	LT0089_01	B2	26	negative control	45
101822	LT0089_01	C15	63	negative control	31
101833	LT0089_01	D2	74	negative control	51
102063	LT0089_01	M16	304	negative control	51
102074	LT0089_01	N3	315	negative control	31
102111	LT0089_01	O16	352	negative control	33
102122	LT0089_01	P3	363	negative control	42
102158	LT0089_02	A15	15	negative control	36
102169	LT0089_02	B2	26	negative control	52
102206	LT0089_02	C15	63	negative control	55
102217	LT0089_02	D2	74	negative control	33
102447	LT0089_02	M16	304	negative control	60
102458	LT0089_02	N3	315	negative control	60
102495	LT0089_02	O16	352	negative control	38
102506	LT0089_02	P3	363	negative control	43
102542	LT0089_22	A15	15	negative control	42
102553	LT0089_22	B2	26	negative control	50
102590	LT0089_22	C15	63	negative control	59
102601	LT0089_22	D2	74	negative control	53
102831	LT0089_22	M16	304	negative control	62
102842	LT0089_22	N3	315	negative control	32
102879	LT0089_22	O16	352	negative control	47
102890	LT0089_22	P3	363	negative control	49
102926	LT0090_33	A15	15	negative control	49
102937	LT0090_33	B2	26	negative control	45
102974	LT0090_33	C15	63	negative control	52
102985	LT0090_33	D2	74	negative control	46
103215	LT0090_33	M16	304	negative control	46
103226	LT0090_33	N3	315	negative control	36
103263	LT0090_33	O16	352	negative control	32
103274	LT0090_33	P3	363	negative control	41
103310	LT0090_46	A15	15	negative control	33
103321	LT0090_46	B2	26	negative control	58
103358	LT0090_46	C15	63	negative control	39
103369	LT0090_46	D2	74	negative control	54
103599	LT0090_46	M16	304	negative control	50
103610	LT0090_46	N3	315	negative control	46
103647	LT0090_46	O16	352	negative control	38
103658	LT0090_46	P3	363	negative control	43
103694	LT0090_48	A15	15	negative control	60
103705	LT0090_48	B2	26	negative control	34
103742	LT0090_48	C15	63	negative control	32
103753	LT0090_48	D2	74	negative control	47
103983	LT0090_48	M16	304	negative control	48
103994	LT0090_48	N3	315	negative control	47
104031	LT0090_48	O16	352	negative control	55
104042	LT0090_48	P3	363	negative control	62
104078	LT0091_01	A15	15	negative control	55
104089	LT0091_01	B2	26	negative control	57
104126	LT0091_01	C15	63	negative control	36
104137	LT0091_01	D2	74	negative control	50
104367	LT0091_01	M16	304	negative control	57
104378	LT0091_01	N3	315	negative control	60
104415	LT0091_01	O16	352	negative control	41
104426	LT0091_01	P3	363	negative control	50
104462	LT0091_02	A15	15	negative control	48
104473	LT0091_02	B2	26	negative control	44
104510	LT0091_02	C15	63	negative control	31
104521	LT0091_02	D2	74	negative control	61
104751	LT0091_02	M16	304	negative control	53
104762	LT0091_02	N3	315	negative control	32
104799	LT0091_02	O16	352	negative control	37
104810	LT0091_02	P3	363	negative control	40
104846	LT0091_30	A15	15	negative control	36
104857	LT0091_30	B2	26	negative control	43
104894	LT0091_30	C15	63	negative control	60
104905	LT0091_30	D2	74	negative control	41
105135	LT0091_30	M16	304	negative control	54
105146	LT0091_30	N3	315	negative control	47
